Year,Year2021Num,TherOrGeneral,PaperLanguage,LanguageOfCORE,OpenAccess,Empirical,AssessmentStructure,DataAvailable,EmbeddedInTherapy,WhichCOREInstruments,FormatOfMeasure,OtherMeasureNames,Countries,AgeGroups,GenderCategories,Author,DOI,URL,ref,shinyID,TitleExcel,OtherMeasureNamesLwr,inclYP,inclOP,cite,Foci
2018,2018,Treatment,English,NA,Y,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",Y,N,CORE-OM;,Unknown;,"Leeds dependence questionnaire (LDQ),EuroQol-5D-5L (EQ-5D-5L),ICEpop CAPability measure for adults (ICECAP-A)",UK,NA,Men;Women,"peak, jasmine; goranitis, ilias; day, ed; copello, alex; freemantle, nick; frew, emma",10.1186/s12955-018-0926-7,<a href='https://hqlo.biomedcentral.com/articles/10.1186/s12955-018-0926-7' target='_blank' >https://hqlo.biomedcentral.com/articles/10.1186/s12955-018-0926-7</a>,"Peak, Jasmine, Goranitis, Ilias ... Frew, Emma (2018) Predicting health-related quality of life (EQ-5D-5 L) and capability wellbeing (ICECAP-A) in the context of opiate dependence using routine clinical outcome measures: CORE-OM, LDQ and TOP. Health and Quality of Life Outcomes 16:16(1):106",2018_033,"predicting health-related quality of life (eq-5d-5 l) and capability wellbeing (icecap-a) in the context of opiate dependence using routine clinical outcome measures: core-om, ldq and top","leeds dependence questionnaire (ldq),euroqol-5d-5l (eq-5d-5l),icepop capability measure for adults (icecap-a)",NA,NA,"Peak, Jasmine, Goranitis, Ilias ... Frew, Emma (2018)",Addictions/substance abuse; 
2018,2018,Treatment,English,NA,Y,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,"Metacognition Assessment Scale-Revised (MAS-A),Difficulties in Emotion Regulation Scale (DERS),Toronto Alexithymia Scale-20 (TAS-20)",Italy,Emerging/Young adults;,Men;Women,"popolo, raffaele; macbeth, angus; brunello, stefano; canfora, flaviano; ozdemir, ercan; rebecchi, daniela; toselli, cecilia; venturelli, gloria; salvatore, giampaolo; dimaggio, giancarlo",10.4081/ripppo.2018.338,<a href='https://www.researchinpsychotherapy.org/index.php/rpsy/article/view/338' target='_blank' >https://www.researchinpsychotherapy.org/index.php/rpsy/article/view/338</a>,"Popolo, Raffaele, MacBeth, Angus ... Dimaggio, Giancarlo (2018) Metacognitive interpersonal therapy in group: A feasibility study. Research in Psychotherapy: Psychopathology, Process and Outcome 21:21(3):155-163",2018_034,metacognitive interpersonal therapy in group: a feasibility study,"metacognition assessment scale-revised (mas-a),difficulties in emotion regulation scale (ders),toronto alexithymia scale-20 (tas-20)",Y,N,"Popolo, Raffaele, MacBeth, Angus ... Dimaggio, Giancarlo (2018)",Depression; Personality
2018,2018,Treatment,English,Finnish,N,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",N,N,CORE-OM;,Unknown;,"Beck Depression Inventory-II (BDI-II),Hospital Anxiety and Depression Scale (HADS)",Finland,NA,Men;Women,"pylvänäinen, päivi; lappalainen, raimo",10.1016/j.aip.2017.10.006,<a href='https://linkinghub.elsevier.com/retrieve/pii/S0197455616301277' target='_blank' >https://linkinghub.elsevier.com/retrieve/pii/S0197455616301277</a>,"Pylvänäinen, Päivi & Lappalainen, Raimo (2018) Change in body image among depressed adult outpatients after a dance movement therapy group treatment. The Arts in Psychotherapy 59:34-45",2018_035,change in body image among depressed adult outpatients after a dance movement therapy group treatment,"beck depression inventory-ii (bdi-ii),hospital anxiety and depression scale (hads)",NA,NA,"Pylvänäinen, Päivi & Lappalainen, Raimo (2018)",Depression; 
2018,2018,Treatment,English,English,N,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",N,N,CORE-OM;,Unknown;,"Patient Health Questionnaire (PHQ-9),Cognitive Fusion Questionnaire (CFQ),Valued Living Questionnaire (VLQ)",UK,NA,Men;Women,"richardson, thomas; bell, lorraine; bolderston, helen; clarke, sue",10.1017/S1352465817000285,<a href='https://www.cambridge.org/core/product/identifier/S1352465817000285/type/journal_article' target='_blank' >https://www.cambridge.org/core/product/identifier/S1352465817000285/type/journal_article</a>,"Richardson, Thomas, Bell, Lorraine ... Clarke, Sue (2018) Development and evaluation of Acceptance and Commitment Therapy delivered by psychologists and non-psychologists in an NHS Community Adult Mental Health Service: A preliminary analysis. Behavioural and Cognitive Psychotherapy 46:46(1):121-127",2018_036,development and evaluation of acceptance and commitment therapy delivered by psychologists and non-psychologists in an nhs community adult mental health service: a preliminary analysis,"patient health questionnaire (phq-9),cognitive fusion questionnaire (cfq),valued living questionnaire (vlq)",NA,NA,"Richardson, Thomas, Bell, Lorraine ... Clarke, Sue (2018)",
2018,2018,General population,English,"British Sign Language (BSL), English",Y,Empirical,Only once,Y,N,CORE-OM;,Electronic/automated instruments;,"Short Warwick-Edinburgh Mental Wellbeing Scale (SWEMWS),EuroQol (EQ-5D)",UK,NA,Men;Women;Transgender,"rogers, katherine d.; dodds, claire; campbell, malcolm; young, alys",10.1186/s12955-018-0976-x,<a href='https://hqlo.biomedcentral.com/articles/10.1186/s12955-018-0976-x' target='_blank' >https://hqlo.biomedcentral.com/articles/10.1186/s12955-018-0976-x</a>,"Rogers, Katherine D., Dodds, Claire ... Young, Alys (2018) The validation of the Short Warwick-Edinburgh Mental Well-Being Scale (SWEMWBS) with Deaf British Sign Language users in the UK. Health and Quality of Life Outcomes 16:16(1):145",2018_037,the validation of the short warwick-edinburgh mental well-being scale (swemwbs) with deaf british sign language users in the uk,"short warwick-edinburgh mental wellbeing scale (swemws),euroqol (eq-5d)",NA,NA,"Rogers, Katherine D., Dodds, Claire ... Young, Alys (2018)",
2018,2018,General population,English,Italian,Y,Empirical,Only once,N,N,CORE-OM;,Electronic/automated instruments;Paper and pencil;,"Spontaneity Assessment Inventory-Revised (SAI-R),General Self-efficacy Scale (GSES)",Italy,Adolescents;Emerging/Young adults;,Men;Women,"ronconi, lucia; giannerini, noemi; testoni, ines; zulian, maria; guglielmin, maria silvia",10.1590/2237-6089-2017-0072,<a href='http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-60892018000200136&lng=en&tlng=en' target='_blank' >http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-60892018000200136&lng=en&tlng=en</a>,"Ronconi, Lucia, Giannerini, Noemi ... Guglielmin, Maria Silvia (2018) A structural model of well-being, spontaneity and self-efficacy: Italian validation between adolescents and young adults. Trends in Psychiatry and Psychotherapy 40:40(2):136-143",2018_038,"a structural model of well-being, spontaneity and self-efficacy: italian validation between adolescents and young adults","spontaneity assessment inventory-revised (sai-r),general self-efficacy scale (gses)",Y,N,"Ronconi, Lucia, Giannerini, Noemi ... Guglielmin, Maria Silvia (2018)",
2018,2018,Treatment,Spanish,NA,Y,Non-empirical,Not applicable,NA,NA,NA,NA,"Patient Health Questionnaire (PHQ-9),Outcome Questionnaire-45 (OQ-45),Working Alliance Inventory (WAI)",NA,NA,Not applicable,"roubal, j.; rihacek, thomas; cevelicek, m.; hytych, roman; holub, d.",10.24205/03276716.2018.1058,<a href='https://www.revistaclinicapsicologica.com/article.php?doi=10.24205/03276716.2018.1058' target='_blank' >https://www.revistaclinicapsicologica.com/article.php?doi=10.24205/03276716.2018.1058</a>,"Roubal, J., Rihacek, Thomas ... Holub, D. (2018) Retrospective client interviewing can inform clinicians' practice and complement routine outcome monitoring. Revista Argentina de Clínica Psicológica 27:27(2):249",2018_039,retrospective client interviewing can inform clinicians' practice and complement routine outcome monitoring,"patient health questionnaire (phq-9),outcome questionnaire-45 (oq-45),working alliance inventory (wai)",NA,NA,"Roubal, J., Rihacek, Thomas ... Holub, D. (2018)",
2018,2018,Treatment,English,English,N,Empirical,Multiple completions for other than therapy purposes,N,N,CORE-10;,Unknown;,"Zarit Burden Inventory (ZBI),Quality of Carer-Patient Relationships Scale (QCRS),Camberwell Family Interview (CFI)",UK,Any adults;,Men;Women,"safavi, roxanne; berry, katherine; wearden, alison",10.1037/fam0000444,<a href='http://doi.apa.org/getdoi.cfm?doi=10.1037/fam0000444' target='_blank' >http://doi.apa.org/getdoi.cfm?doi=10.1037/fam0000444</a>,"Safavi, Roxanne, Berry, Katherine ... Wearden, Alison (2018) Expressed emotion, burden, and distress in significant others of people with dementia. Journal of Family Psychology 32:32(6):835-840",2018_040,"expressed emotion, burden, and distress in significant others of people with dementia","zarit burden inventory (zbi),quality of carer-patient relationships scale (qcrs),camberwell family interview (cfi)",N,N,"Safavi, Roxanne, Berry, Katherine ... Wearden, Alison (2018)",
2018,2018,Treatment,English,Portuguese,Y,Empirical,Only once,N,N,CORE-OM;,Unknown;,"Individualized Patient-Reported Outcome Measures (I-PROMS),Psychological Outcome Profiles (PSYCHLOPS),Patient Health Questionnaire (PHQ-9)",Portugal,NA,Men;Women,"sales, célia md; neves, inês td; alves, paula g.; ashworth, mark",10.1111/hex.12652,<a href='https://onlinelibrary.wiley.com/doi/10.1111/hex.12652' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1111/hex.12652</a>,"Sales, Célia MD, Neves, Inês TD ... Ashworth, Mark (2018) Capturing and missing the patient's story through outcome measures: A thematic comparison of patient-generated items in PSYCHLOPS with CORE-OM and PHQ-9. Health Expectations 21:21(3):615-619",2018_041,capturing and missing the patient's story through outcome measures: a thematic comparison of patient-generated items in psychlops with core-om and phq-9,"individualized patient-reported outcome measures (i-proms),psychological outcome profiles (psychlops),patient health questionnaire (phq-9)",NA,NA,"Sales, Célia MD, Neves, Inês TD ... Ashworth, Mark (2018)",
2018,2018,Treatment,English,English,N,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,"Symptom Checklist-90-Revised (SCL-90-R),Service User Satisfaction Questionnaire (SSQ)",UK,NA,Men;Women,"seddon, janine; morgan, jodie; thomas, nicola",10.53841/bpscpf.2018.1.303.42,<a href='https://explore.bps.org.uk/lookup/doi/10.53841/bpscpf.2018.1.303.42' target='_blank' >https://explore.bps.org.uk/lookup/doi/10.53841/bpscpf.2018.1.303.42</a>,"Seddon, Janine, Morgan, Jodie ... Thomas, Nicola (2018) Does it work?: An evaluation of the effectiveness of a psychology service within an adult community mental health setting. Clinical Psychology Forum 1:1(303):42-46",2018_042,does it work?: an evaluation of the effectiveness of a psychology service within an adult community mental health setting,"symptom checklist-90-revised (scl-90-r),service user satisfaction questionnaire (ssq)",Y,NA,"Seddon, Janine, Morgan, Jodie ... Thomas, Nicola (2018)",Anxiety; DepressionEating disorders; 
2018,2018,Treatment,English,English,Y,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",N,N,CORE-10;,Unknown;,"Oxford Ward sLeep Solution (OWLS),Positive and Negative Syndrome Scale (PANSS),EuroQol (EQ-5D)",UK,NA,Men;Women,"sheaves, bryony; freeman, daniel; isham, louise; mcinerney, josephine; nickless, alecia; yu, ly-mee; rek, stephanie; bradley, jonathan; reeve, sarah; attard, caroline; espie, colin a.; foster, russell; wirz-justice, anna; chadwick, eleanor; barrera, alvaro",10.1017/S0033291717003191,<a href='https://www.cambridge.org/core/product/identifier/S0033291717003191/type/journal_article' target='_blank' >https://www.cambridge.org/core/product/identifier/S0033291717003191/type/journal_article</a>,"Sheaves, Bryony, Freeman, Daniel ... Barrera, Alvaro (2018) Stabilising sleep for patients admitted at acute crisis to a psychiatric hospital (OWLS): an assessor-blind pilot randomised controlled trial. Psychological Medicine 48:48(10):1694-1704",2018_043,stabilising sleep for patients admitted at acute crisis to a psychiatric hospital (owls): an assessor-blind pilot randomised controlled trial,"oxford ward sleep solution (owls),positive and negative syndrome scale (panss),euroqol (eq-5d)",NA,NA,"Sheaves, Bryony, Freeman, Daniel ... Barrera, Alvaro (2018)",
2018,2018,Treatment,English,Swedish,N,Empirical,Pre-post,N,N,CORE-OM;,Electronic/automated instruments;,"Wisconsin Card Sorting Test (WCST),Cognitive Failures Questionnaire (CFQ),Beck Anxiety Inventory (BAI),Generalized Anxienty Disorder (GAD-7),Montgomery Åsberg Depression Rating Scale – Self Rated (MADRS-S),Patient Health Questionnaire-9 (PHQ9),Quality of Life Inventory (QOLI)",Sweden,Elderly;,Men;Women,"silfvernagel, kristin; westlinder, anna; andersson, stina; bergman, kajsa; diaz hernandez, rosario; fallhagen, line; lundqvist, ida; masri, nicole; viberg, linda; forsberg, marie-louise; lind, maria; berger, thomas; carlbring, per; andersson, gerhard",10.1080/16506073.2017.1388276,<a href='https://www.tandfonline.com/doi/full/10.1080/16506073.2017.1388276' target='_blank' >https://www.tandfonline.com/doi/full/10.1080/16506073.2017.1388276</a>,"Silfvernagel, Kristin, Westlinder, Anna ... Andersson, Gerhard (2018) Individually tailored internet-based cognitive behaviour therapy for older adults with anxiety and depression: A randomised controlled trial. Cognitive Behaviour Therapy 47:47(4):286-300",2018_044,individually tailored internet-based cognitive behaviour therapy for older adults with anxiety and depression: a randomised controlled trial,"wisconsin card sorting test (wcst),cognitive failures questionnaire (cfq),beck anxiety inventory (bai),generalized anxienty disorder (gad-7),montgomery åsberg depression rating scale – self rated (madrs-s),patient health questionnaire-9 (phq9),quality of life inventory (qoli)",N,Y,"Silfvernagel, Kristin, Westlinder, Anna ... Andersson, Gerhard (2018)",Anxiety; Depression; 
2018,2018,Treatment,English,NA,N,Non-empirical,Not applicable,NA,NA,NA,NA,"Outcome Rating Scale (ORS),Child Outcome Rating Scale (CORS),Child Session Rating Scale (C-SRS),Youth Outcome Questionnaire (YOQ)",NA,NA,Not applicable,"sparks, jacqueline a.; duncan, barry l.",10.1111/famp.12345,<a href='https://onlinelibrary.wiley.com/doi/10.1111/famp.12345' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1111/famp.12345</a>,"Sparks, Jacqueline A. & Duncan, Barry L. (2018) The Partners for Change Outcome Management System: A both/and system for collaborative practice. Family Process 57:57(3):800-816",2018_045,the partners for change outcome management system: a both/and system for collaborative practice,"outcome rating scale (ors),child outcome rating scale (cors),child session rating scale (c-srs),youth outcome questionnaire (yoq)",NA,NA,"Sparks, Jacqueline A. & Duncan, Barry L. (2018)",
2018,2018,Treatment,English,NA,Y,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",Y,N,YP-CORE;,Unknown;,"Person Centered and Experiential Psychotherapy Rating Scale (PCEPS-YP),Strength and Difficulties Questionnaire (SDQ),Client Service Receipt Inventory (CSRI)",UK,Adolescents;,Men;Women,"stafford, megan rose; cooper, mick; barkham, michael; beecham, jeni; bower, peter; cromarty, karen; fugard, andrew j. b.; jackson, charlie; pearce, peter; ryder, rebekah; street, cathy",10.1186/s13063-018-2538-2,<a href='https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-018-2538-2' target='_blank' >https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-018-2538-2</a>,"Stafford, Megan Rose, Cooper, Mick ... Street, Cathy (2018) Effectiveness and cost-effectiveness of humanistic counselling in schools for young people with emotional distress (ETHOS): Study protocol for a randomised controlled trial. Trials 19:19(1):175",2018_046,effectiveness and cost-effectiveness of humanistic counselling in schools for young people with emotional distress (ethos): study protocol for a randomised controlled trial,"person centered and experiential psychotherapy rating scale (pceps-yp),strength and difficulties questionnaire (sdq),client service receipt inventory (csri)",Y,N,"Stafford, Megan Rose, Cooper, Mick ... Street, Cathy (2018)",
2018,2018,Treatment,English,NA,N,Empirical,Pre-post,N,N,CORE-OM;,As an interview/Interview-assisted;,"Client Change Interview (CCI),Helpful Aspects of Therapy (HAT),Spontaneity Assessment Inventory-Revised (SAI-R),General Self-Efficacy Scale (GS-ES),Minnesota Multiphasic Personality Inventory (MMPI)",Italy,NA,Women,"testoni, ines; cecchini, clara; zulian, maria; guglielmin, maria silvia; ronconi, lucia; kirk, kate; berto, flaviana; guardigli, chiara; cruz, ana sofia",10.1016/j.aip.2017.12.007,<a href='https://linkinghub.elsevier.com/retrieve/pii/S0197455617301375' target='_blank' >https://linkinghub.elsevier.com/retrieve/pii/S0197455617301375</a>,"Testoni, Ines, Cecchini, Clara ... Cruz, Ana Sofia (2018) Psychodrama in therapeutic communities for drug addiction: A study of four cases investigated using idiographic change process analysis. The Arts in Psychotherapy 61:10-20",2018_047,psychodrama in therapeutic communities for drug addiction: a study of four cases investigated using idiographic change process analysis,"client change interview (cci),helpful aspects of therapy (hat),spontaneity assessment inventory-revised (sai-r),general self-efficacy scale (gs-es),minnesota multiphasic personality inventory (mmpi)",NA,NA,"Testoni, Ines, Cecchini, Clara ... Cruz, Ana Sofia (2018)",Addictions/substance abuse; 
